annotator_id,case_id,agent_name,agent_model,correct_answer,correct_answer_idx,step1_answer,step1_answer_belief,step1_is_correct,step2_answer,step2_answer_belief,step2_is_correct,step3_answer,step3_answer_belief,step3_is_correct,answer_changed_1_to_2,answer_belief_changed_1_to_2,answer_changed_2_to_3,answer_belief_changed_2_to_3,belief_change_1_to_2,belief_change_2_to_3,correct_to_incorrect,incorrect_to_correct,num_highlights,num_highlights_step2,session_start,step1_time,step2_time,step3_time,time_step1_seconds,time_step2_seconds,time_step3_seconds
66fc24d3c455b3269b484198,usmle_sample_111,default_agent,allenai/Llama-3.1-Tulu-3-8B-DPO,Patellar ligament,C,C,0.5,True,C,0.5,True,C,0.5,True,False,False,False,False,0.0,0.0,False,False,0,0,2026-01-22T20:04:51.346361,2026-01-22T20:10:28.509137,2026-01-22T20:10:31.340329,2026-01-22T20:10:46.044537,337.162776,2.831192,14.704208
694562cf4911879af97f38a7,usmle_sample_111,default_agent,allenai/Llama-3.1-Tulu-3-8B-DPO,Patellar ligament,C,C,0.95,True,C,0.95,True,C,0.95,True,False,False,False,False,0.0,0.0,False,False,2,2,2026-01-27T18:28:43.647489,2026-01-27T18:31:45.196195,2026-01-27T18:32:20.296026,2026-01-27T18:34:35.730464,181.548706,35.099831,135.434438
anonymous,usmle_sample_111,default_agent,allenai/Llama-3.1-Tulu-3-8B-SFT,Patellar ligament,C,A,0.5,False,B,0.5,False,C,0.5,True,True,False,True,False,0.0,0.0,False,False,2,2,2026-01-27T17:46:55.391582,2026-01-27T17:55:53.126924,2026-01-27T17:57:01.352113,2026-01-27T17:57:50.762944,537.735342,68.225189,49.410831
651c5ad3595db72e6267f29b,usmle_sample_112,default_agent,meta-llama/llama-3.1-405b-instruct,Radon,D,D,0.5,True,D,0.5,True,D,0.5,True,False,False,False,False,0.0,0.0,False,False,0,0,2026-01-20T22:14:40.230623,2026-01-20T22:18:52.821933,2026-01-20T22:19:02.377202,2026-01-20T22:20:34.220278,252.59131,9.555269,91.843076
5d1e4f1d51bab90018162332,usmle_sample_113,default_agent,deepseek/deepseek-chat-v3.1,Amygdala,A,A,0.72,True,A,0.72,True,A,0.72,True,False,False,False,False,0.0,0.0,False,False,0,0,2026-01-13T15:32:56.159422,2026-01-13T15:37:46.130589,2026-01-13T15:37:48.820245,2026-01-13T15:38:16.206737,289.971167,2.689656,27.386492
66fc24d3c455b3269b484198,usmle_sample_113,default_agent,allenai/Llama-3.1-Tulu-3-8B-DPO,Amygdala,A,A,0.5,True,A,1.0,True,A,1.0,True,False,True,False,False,0.5,0.0,False,False,0,0,2026-01-22T20:04:51.346361,2026-01-22T20:11:05.031607,2026-01-22T20:11:09.407204,2026-01-22T20:11:17.750571,373.685246,4.375597,8.343367
6635054dfb8caedd407ca84b,usmle_sample_114,default_agent,meta-llama/llama-3.1-8b-instruct,The second CFTR  mutation was not detected by the testing obtained,E,A,0.5,False,A,0.25,False,A,0.06,False,False,True,False,True,-0.25,-0.19,False,False,0,0,2025-12-10T20:31:11.060030,2025-12-10T20:39:14.232925,2025-12-10T20:41:56.187667,2025-12-10T20:44:12.807481,483.172895,161.954742,136.619814
69bc1ec5ab9e548761d61277,usmle_sample_114,default_agent,openai/gpt-5.1,The second CFTR  mutation was not detected by the testing obtained,E,B,0.21,False,E,0.7,True,E,0.7,True,True,True,False,False,0.49,0.0,False,True,1,1,2026-03-30T00:44:14.206037,2026-03-30T00:54:55.570583,2026-03-30T00:59:04.683221,2026-03-30T01:11:51.313677,641.364546,249.112638,766.630456
643f3081dddcb68c1844599e,usmle_sample_115,default_agent,meta-llama/llama-3.3-70b-instruct,"""You must miss your daughter very much. Tell me about her.""",E,E,0.88,True,E,0.88,True,E,0.88,True,False,False,False,False,0.0,0.0,False,False,0,0,2026-01-13T17:04:28.133665,2026-01-13T17:22:54.590144,2026-01-13T17:23:37.480789,2026-01-13T17:25:49.141063,1106.456479,42.890645,131.660274
664d2361dc97bba3c2b8bbab,usmle_sample_115,default_agent,meta-llama/llama-3.1-405b-instruct,"""You must miss your daughter very much. Tell me about her.""",E,E,0.5,True,E,0.5,True,E,0.5,True,False,False,False,False,0.0,0.0,False,False,0,0,2026-01-13T22:37:02.491513,2026-01-13T22:39:41.110560,2026-01-13T22:39:43.645967,2026-01-13T22:40:10.678607,158.619047,2.535407,27.03264
673e222bdb1a35935b3075f1,usmle_sample_115,default_agent,anthropic/claude-haiku-4.5,"""You must miss your daughter very much. Tell me about her.""",E,E,0.85,True,E,0.85,True,E,0.85,True,False,False,False,False,0.0,0.0,False,False,0,0,2026-02-23T17:08:00.470127,2026-02-23T17:12:48.635309,2026-02-23T17:15:35.965305,2026-02-23T17:20:09.992584,288.165182,167.329996,274.027279
66c1c5cb4b460dacc8290b9e,usmle_sample_116,default_agent,meta-llama/llama-3.3-70b-instruct,Normal development,E,E,1.0,True,E,1.0,True,E,1.0,True,False,False,False,False,0.0,0.0,False,False,0,0,2026-01-13T18:30:36.691485,2026-01-13T18:37:36.153494,2026-01-13T18:37:39.277491,2026-01-13T18:38:01.899813,419.462009,3.123997,22.622322
67cccc70ea11ab9caa72da49,usmle_sample_116,default_agent,deepseek/deepseek-chat-v3.1,Normal development,E,E,0.8,True,E,0.99,True,E,0.99,True,False,True,False,False,0.18999999999999995,0.0,False,False,0,0,2026-01-20T17:54:52.926857,2026-01-20T17:58:17.433204,2026-01-20T17:58:52.829287,2026-01-20T18:00:07.858311,204.506347,35.396083,75.029024
69810122d82c67a45b417ac6,usmle_sample_116,default_agent,openai/gpt-5.1,Normal development,E,E,0.58,True,E,0.97,True,E,0.97,True,False,True,False,False,0.39,0.0,False,False,6,6,2026-02-23T23:42:00.124039,2026-02-23T23:43:41.612879,2026-02-23T23:45:44.813483,2026-02-23T23:47:37.119152,101.48884,123.200604,112.305669
6667627ba6d0d6f7b08686ab,usmle_sample_117,default_agent,allenai/Llama-3.1-Tulu-3-8B-DPO,Basal ganglia,A,A,0.72,True,B,1.0,False,B,1.0,False,True,True,False,False,0.28,0.0,True,False,0,0,2026-01-26T15:33:28.374019,2026-01-26T15:35:58.068186,2026-01-26T15:38:47.403042,2026-01-26T15:40:27.086892,149.694167,169.334856,99.68385
5b3c4005b6b44100016160e7,usmle_sample_118,default_agent,allenai/Llama-3.1-Tulu-3-8B-DPO,Agoraphobia,A,B,0.98,False,B,0.98,False,A,0.98,True,False,False,True,False,0.0,0.0,False,False,8,8,2026-01-27T16:24:40.064591,2026-01-27T16:31:09.024867,2026-01-27T16:33:17.624645,2026-01-27T16:42:51.860828,388.960276,128.599778,574.236183
6632a4c560c557eb8acbc3fe,usmle_sample_118,default_agent,openai/gpt-5.1,Agoraphobia,A,D,0.1,False,B,0.1,False,A,0.1,True,True,False,True,False,0.0,0.0,False,False,0,0,2026-03-29T11:56:43.217032,2026-03-29T11:58:12.775149,2026-03-29T11:59:12.058590,2026-03-29T12:01:02.546012,89.558117,59.283441,110.487422
69435cac1b082b159ee78f3e,usmle_sample_118,default_agent,allenai/Llama-3.1-Tulu-3-8B-DPO,Agoraphobia,A,B,0.76,False,B,0.76,False,B,0.76,False,False,False,False,False,0.0,0.0,False,False,0,0,2026-01-25T13:49:29.984501,2026-01-25T13:54:24.376418,2026-01-25T13:54:40.673723,2026-01-25T13:57:54.787559,294.391917,16.297305,194.113836
5dcf7b49523df00ae9c4e07e,usmle_sample_119,default_agent,meta-llama/llama-3.1-8b-instruct,Echocardiography with bubble study,E,B,0.71,False,B,0.78,False,B,0.78,False,False,True,False,False,0.07000000000000006,0.0,False,False,0,0,2025-12-10T16:47:06.500806,2025-12-10T17:00:36.879778,2025-12-10T17:00:43.634060,2025-12-10T17:00:54.499543,810.378972,6.754282,10.865483
67dc8ad530b342275638eaa6,usmle_sample_119,default_agent,meta-llama/llama-3.1-8b-instruct,Echocardiography with bubble study,E,E,0.91,True,E,0.91,True,E,0.91,True,False,False,False,False,0.0,0.0,False,False,0,0,2025-12-11T01:10:09.637495,2025-12-11T01:15:34.144436,2025-12-11T01:15:37.156377,2025-12-11T01:15:51.476715,324.506941,3.011941,14.320338
673feeafa80a279f5cc63e33,usmle_sample_11,default_agent,meta-llama/llama-3.1-8b-instruct,Open-labeled clinical trial,C,A,0.36,False,A,0.36,False,A,0.36,False,False,False,False,False,0.0,0.0,False,False,0,0,2025-12-10T19:02:06.642013,2025-12-10T19:03:09.253045,2025-12-10T19:04:44.997941,2025-12-10T19:07:17.416693,62.611032,95.744896,152.418752
67acb851f56c4346d17bea0a,usmle_sample_11,default_agent,meta-llama/llama-3.1-8b-instruct,Open-labeled clinical trial,C,A,0.43,False,C,0.47,True,C,0.47,True,True,True,False,False,0.03999999999999998,0.0,False,True,0,0,2025-12-11T00:53:10.046817,2025-12-11T00:54:23.676352,2025-12-11T00:55:39.864495,2025-12-11T00:56:46.169855,73.629535,76.188143,66.30536
6966e8fe4d6c6fe9a2888dc3,usmle_sample_11,default_agent,allenai/Llama-3.1-Tulu-3-8B-DPO,Open-labeled clinical trial,C,D,0.5,False,D,0.96,False,C,0.0,True,False,True,True,True,0.45999999999999996,-0.96,False,False,8,6,2026-01-25T17:44:47.556764,2026-01-25T17:45:42.450945,2026-01-25T17:49:24.857486,2026-01-25T17:51:00.390007,54.894181,222.406541,95.532521
5db741cc04b632000a9a9800,usmle_sample_120,default_agent,allenai/Llama-3.1-Tulu-3-8B-DPO,Amiodarone,A,B,0.22,False,A,0.44,True,A,0.44,True,True,True,False,False,0.22,0.0,False,True,0,0,2026-01-26T09:23:19.174660,2026-01-26T09:28:09.705875,2026-01-26T09:28:59.022640,2026-01-26T09:29:41.061759,290.531215,49.316765,42.039119
5db741cc04b632000a9a9800,usmle_sample_120,default_agent,allenai/Llama-3.1-Tulu-3-8B-DPO,Amiodarone,A,A,0.5,True,A,0.74,True,A,0.74,True,False,True,False,False,0.24,0.0,False,False,0,0,2026-01-26T09:23:19.174660,2026-01-26T09:29:57.335825,2026-01-26T09:30:02.865475,2026-01-26T09:30:11.462974,398.161165,5.52965,8.597499
6635054dfb8caedd407ca84b,usmle_sample_120,default_agent,meta-llama/llama-3.1-8b-instruct,Amiodarone,A,C,0.46,False,A,0.58,True,A,0.58,True,True,True,False,False,0.11999999999999994,0.0,False,True,0,0,2025-12-10T20:31:11.060030,2025-12-10T20:47:23.033616,2025-12-10T20:47:44.979902,2025-12-10T20:50:43.451307,971.973586,21.946286,178.471405
60e88e0b7d305b5fbae3ebef,usmle_sample_121,default_agent,allenai/Llama-3.1-Tulu-3-8B-DPO,Audiography,A,B,0.24,False,E,0.79,False,E,0.79,False,True,True,False,False,0.55,0.0,False,False,4,2,2026-01-23T00:12:38.212247,2026-01-23T00:15:44.537471,2026-01-23T00:16:23.616019,2026-01-23T00:17:04.616614,186.325224,39.078548,41.000595
695c1213ac72c977d530f5e2,usmle_sample_121,default_agent,deepseek/deepseek-chat-v3.1,Audiography,A,B,0.73,False,B,0.73,False,B,0.73,False,False,False,False,False,0.0,0.0,False,False,0,0,2026-01-13T19:35:22.184615,2026-01-13T19:38:46.781302,2026-01-13T19:38:51.390107,2026-01-13T19:39:19.563924,204.596687,4.608805,28.173817
69a857ce5fa73a195640ed5e,usmle_sample_122,default_agent,google/gemini-2.5-pro,Son,E,E,1.0,True,E,1.0,True,E,1.0,True,False,False,False,False,0.0,0.0,False,False,0,0,2026-03-29T16:51:04.661857,2026-03-29T17:02:42.826516,2026-03-29T17:03:30.004167,2026-03-29T17:04:31.509319,698.164659,47.177651,61.505152
anonymous,usmle_sample_122,default_agent,openai/gpt-5.1,Son,E,E,1.0,True,E,1.0,True,E,1.0,True,False,False,False,False,0.0,0.0,False,False,0,0,2026-03-29T17:46:21.023620,2026-03-29T17:47:13.636621,2026-03-29T17:48:34.513398,2026-03-29T17:50:03.567559,52.613001,80.876777,89.054161
5d1e4f1d51bab90018162332,usmle_sample_123,default_agent,deepseek/deepseek-chat-v3.1,Echocardiography,C,C,0.5,True,C,0.7,True,C,0.7,True,False,True,False,False,0.19999999999999996,0.0,False,False,0,0,2026-01-13T15:32:56.159422,2026-01-13T15:38:39.951991,2026-01-13T15:38:45.082956,2026-01-13T15:39:03.020393,343.792569,5.130965,17.937437
6632626985406fd15c206dcd,usmle_sample_123,default_agent,meta-llama/llama-3.1-8b-instruct,Echocardiography,C,B,0.5,False,B,0.5,False,B,0.5,False,False,False,False,False,0.0,0.0,False,False,0,0,2025-12-10T23:43:05.465786,2025-12-10T23:51:09.302742,2025-12-10T23:53:35.176121,2025-12-10T23:53:48.445598,483.836956,145.873379,13.269477
67583c76e3d1f76befe8ce5b,usmle_sample_123,default_agent,meta-llama/llama-3.1-405b-instruct,Echocardiography,C,C,0.5,True,C,0.85,True,C,0.85,True,False,True,False,False,0.35,0.0,False,False,0,0,2026-01-13T14:16:10.690349,2026-01-13T14:28:55.341872,2026-01-13T14:29:08.537348,2026-01-13T14:29:54.201216,764.651523,13.195476,45.663868
6969491a59cff99b31f77813,usmle_sample_123,default_agent,allenai/Llama-3.1-Tulu-3-8B-DPO,Echocardiography,C,A,0.35,False,A,0.24,False,A,0.24,False,False,True,False,False,-0.10999999999999999,0.0,False,False,0,0,2026-01-26T19:51:41.759968,2026-01-26T20:02:35.276620,2026-01-26T20:03:37.631221,2026-01-26T20:04:38.199041,653.516652,62.354601,60.56782
69699d1a4c8aab1ce7a5f231,usmle_sample_123,default_agent,openai/gpt-5.1,Echocardiography,C,C,0.67,True,C,0.67,True,C,0.67,True,False,False,False,False,0.0,0.0,False,False,0,0,2026-02-23T16:38:16.077742,2026-02-23T16:39:31.036618,2026-02-23T16:40:01.289282,2026-02-23T16:40:45.802997,74.958876,30.252664,44.513715
69723abe48c08c189b48752a,usmle_sample_123,default_agent,allenai/Llama-3.1-Tulu-3-8B-DPO,Echocardiography,C,C,0.5,True,C,0.5,True,C,0.5,True,False,False,False,False,0.0,0.0,False,False,0,0,2026-01-25T17:20:07.044699,2026-01-25T17:24:19.957293,2026-01-25T17:25:38.111153,2026-01-25T17:26:38.147315,252.912594,78.15386,60.036162
69a3034d3851acc509b5c9a8,usmle_sample_123,default_agent,google/gemini-2.5-pro,Echocardiography,C,B,0.5,False,B,0.54,False,B,0.54,False,False,True,False,False,0.040000000000000036,0.0,False,False,0,0,2026-03-26T19:35:29.832803,2026-03-26T19:40:15.262632,2026-03-26T19:40:28.898823,2026-03-26T19:40:40.798815,285.429829,13.636191,11.899992
6112e8144698d4cb4141d3f7,usmle_sample_124,default_agent,allenai/Llama-3.1-Tulu-3-8B-SFT,Serum albumin concentration,B,C,0.5,False,C,0.5,False,C,0.5,False,False,False,False,False,0.0,0.0,False,False,0,0,2026-01-26T19:02:46.274216,2026-01-26T19:03:52.162229,2026-01-26T19:03:54.127550,2026-01-26T19:04:01.774521,65.888013,1.965321,7.646971
643f3081dddcb68c1844599e,usmle_sample_124,default_agent,meta-llama/llama-3.3-70b-instruct,Serum albumin concentration,B,C,0.32,False,B,0.32,True,B,0.32,True,True,False,False,False,0.0,0.0,False,True,0,0,2026-01-13T17:04:28.133665,2026-01-13T17:27:08.012289,2026-01-13T17:28:09.988355,2026-01-13T17:29:13.927540,1359.878624,61.976066,63.939185
6710123050faa590f80d96e5,usmle_sample_124,default_agent,meta-llama/llama-3.1-8b-instruct,Serum albumin concentration,B,B,0.83,True,B,0.83,True,B,0.83,True,False,False,False,False,0.0,0.0,False,False,0,0,2025-12-11T02:20:31.918304,2025-12-11T02:24:10.840627,2025-12-11T02:25:09.301952,2025-12-11T02:29:40.923277,218.922323,58.461325,271.621325
671d1dcbc6f5d2e81501e24a,usmle_sample_124,default_agent,meta-llama/llama-3.1-8b-instruct,Serum albumin concentration,B,D,0.01,False,C,0.56,False,B,0.56,True,True,True,True,False,0.55,0.0,False,False,0,0,2025-12-10T15:51:38.318607,2025-12-10T15:58:07.198003,2025-12-10T15:58:18.564596,2025-12-10T15:58:35.368055,388.879396,11.366593,16.803459
5bcc60b95c2b810001dc68e2,usmle_sample_125,default_agent,meta-llama/llama-3.1-8b-instruct,Add fluticasone by metered-dose inhaler with a spacer to the regimen,B,C,0.57,False,C,0.57,False,B,0.57,True,False,False,True,False,0.0,0.0,False,False,0,0,2025-12-11T01:59:15.991932,2025-12-11T02:01:20.480906,2025-12-11T02:01:33.568926,2025-12-11T02:01:58.185033,124.488974,13.08802,24.616107
671d1dcbc6f5d2e81501e24a,usmle_sample_125,default_agent,meta-llama/llama-3.1-8b-instruct,Add fluticasone by metered-dose inhaler with a spacer to the regimen,B,B,0.69,True,B,0.69,True,B,0.69,True,False,False,False,False,0.0,0.0,False,False,0,0,2025-12-10T15:51:38.318607,2025-12-10T15:57:09.435827,2025-12-10T15:57:23.983202,2025-12-10T15:57:37.000451,331.11722,14.547375,13.017249
67583c76e3d1f76befe8ce5b,usmle_sample_125,default_agent,meta-llama/llama-3.1-405b-instruct,Add fluticasone by metered-dose inhaler with a spacer to the regimen,B,B,0.5,True,B,0.7,True,B,0.7,True,False,True,False,False,0.19999999999999996,0.0,False,False,0,0,2026-01-13T14:16:10.690349,2026-01-13T14:27:50.005009,2026-01-13T14:28:03.253446,2026-01-13T14:28:32.035766,699.31466,13.248437,28.78232
C1PXCK3E,usmle_sample_125,default_agent,meta-llama/llama-3.3-70b-instruct,Add fluticasone by metered-dose inhaler with a spacer to the regimen,B,E,0.4,False,E,0.21,False,E,0.21,False,False,True,False,False,-0.19000000000000003,0.0,False,False,0,0,2026-01-20T21:19:44.626839,2026-01-20T21:22:38.685784,2026-01-20T21:23:01.745887,2026-01-20T21:23:29.954534,174.058945,23.060103,28.208647
6615b4d62e03f61eafaf760a,usmle_sample_126,default_agent,allenai/Llama-3.1-Tulu-3-8B-SFT,Fasting serum lipid studies,B,B,0.5,True,B,0.5,True,B,0.5,True,False,False,False,False,0.0,0.0,False,False,0,0,2026-01-23T02:26:50.906860,2026-01-23T02:32:07.795702,2026-01-23T02:32:33.854050,2026-01-23T02:33:07.524646,316.888842,26.058348,33.670596
69a3034d3851acc509b5c9a8,usmle_sample_127,default_agent,google/gemini-2.5-pro,Vitamin B 12 (cyanocobalamin) supplementation,F,D,0.5,False,D,0.5,False,D,0.5,False,False,False,False,False,0.0,0.0,False,False,0,0,2026-03-26T19:35:29.832803,2026-03-26T19:40:51.933154,2026-03-26T19:40:58.808486,2026-03-26T19:41:06.736384,322.100351,6.875332,7.927898
673e222bdb1a35935b3075f1,usmle_sample_128,default_agent,openai/gpt-5.1,Surgical biopsy of the oral lesion,B,B,0.68,True,B,0.68,True,B,0.68,True,False,False,False,False,0.0,0.0,False,False,2,2,2026-03-28T01:44:18.379566,2026-03-28T01:50:25.250591,2026-03-28T01:51:22.291187,2026-03-28T01:54:17.775727,366.871025,57.040596,175.48454
675a2ef45fbe0cc52b8403ae,usmle_sample_128,default_agent,meta-llama/llama-3.1-8b-instruct,Surgical biopsy of the oral lesion,B,B,0.5,True,B,0.5,True,B,0.5,True,False,False,False,False,0.0,0.0,False,False,0,0,2025-12-10T17:45:52.109892,2025-12-10T18:01:29.572448,2025-12-10T18:01:44.548339,2025-12-10T18:05:59.509838,937.462556,14.975891,254.961499
698f5ee07f3b666bd1303ac4,usmle_sample_128,default_agent,anthropic/claude-haiku-4.5,Surgical biopsy of the oral lesion,B,C,0.5,False,C,0.7,False,C,0.7,False,False,True,False,False,0.19999999999999996,0.0,False,False,0,0,2026-02-23T22:44:58.758189,2026-02-23T22:45:56.134932,2026-02-23T22:47:13.502993,2026-02-23T22:48:18.965119,57.376743,77.368061,65.462126
675a2ef45fbe0cc52b8403ae,usmle_sample_129,default_agent,meta-llama/llama-3.1-8b-instruct,Dilated cardiomyopathy,B,D,0.5,False,D,0.5,False,D,0.5,False,False,False,False,False,0.0,0.0,False,False,0,0,2025-12-10T17:45:52.109892,2025-12-10T18:06:57.134251,2025-12-10T18:07:24.959646,2025-12-10T18:07:40.547830,1265.024359,27.825395,15.588184
66eeda2bc7d6e9b92b4a81c0,usmle_sample_12,default_agent,meta-llama/llama-3.1-405b-instruct,Hypercoagulability from advanced malignancy,B,B,0.5,True,B,0.99,True,B,0.99,True,False,True,False,False,0.49,0.0,False,False,0,0,2026-01-13T12:14:46.748986,2026-01-13T12:15:16.526969,2026-01-13T12:16:21.837317,2026-01-13T12:18:16.846392,29.777983,65.310348,115.009075
60fceb63bd7ca52152c7362c,usmle_sample_130,default_agent,allenai/Llama-3.1-Tulu-3-8B-DPO,Physical therapy,B,B,0.7,True,B,0.7,True,B,0.7,True,False,False,False,False,0.0,0.0,False,False,0,0,2026-01-23T18:45:18.174706,2026-01-23T18:47:11.393564,2026-01-23T18:47:35.387556,2026-01-23T18:48:16.375472,113.218858,23.993992,40.987916
60fefffae637223438552868,usmle_sample_130,default_agent,openai/gpt-5.1,Physical therapy,B,B,0.5,True,B,0.5,True,B,0.5,True,False,False,False,False,0.0,0.0,False,False,0,0,2026-03-27T04:00:57.234965,2026-03-27T04:02:46.966256,2026-03-27T04:03:01.019401,2026-03-27T04:03:32.643873,109.731291,14.053145,31.624472
65c154c5e07aa75b58ca8a05,usmle_sample_130,default_agent,allenai/Llama-3.1-Tulu-3-8B-SFT,Physical therapy,B,C,0.5,False,B,0.79,True,B,0.79,True,True,True,False,False,0.29000000000000004,0.0,False,True,0,0,2026-01-26T23:19:03.995919,2026-01-26T23:34:37.005625,2026-01-26T23:36:17.774228,2026-01-26T23:37:52.268796,933.009706,100.768603,94.494568
663ce4e0481cec08d00ab105,usmle_sample_130,default_agent,allenai/Llama-3.1-Tulu-3-8B-SFT,Physical therapy,B,B,0.5,True,B,0.75,True,B,0.75,True,False,True,False,False,0.25,0.0,False,False,2,2,2026-01-23T18:30:12.179660,2026-01-23T18:31:00.725002,2026-01-23T18:31:32.915265,2026-01-23T18:32:02.173852,48.545342,32.190263,29.258587
